Wall time,Step,Value
1693835316.7111826,6,0.45845940709114075
1693835316.7937117,7,0.4693599045276642
1693835317.3864298,12,0.47787824273109436
1693835317.7181199,15,0.42179223895072937
1693835317.8791041,16,0.49998098611831665
1693835318.1959362,19,0.4750390946865082
1693835318.4889219,21,0.4415828287601471
1693835318.9987674,25,0.4438246190547943
1693835320.470216,37,0.4381346106529236
1693835320.9838133,41,0.404908150434494
1693835321.194799,43,0.39772021770477295
1693835321.4668524,45,0.5066494345664978
1693835321.6515265,46,0.447984516620636
1693835321.973392,48,0.4106418490409851
1693835322.702154,54,0.40163367986679077
1693835322.8038907,55,0.4485711455345154
1693835322.876402,56,0.40402722358703613
1693835322.985245,57,0.396516889333725
1693835323.1315827,58,0.4958730638027191
1693835323.8541515,66,0.5008585453033447
1693835324.3107805,69,0.42682892084121704
1693835324.6709352,72,0.42746877670288086
1693835324.7997103,73,0.49337443709373474
1693835324.9182308,74,0.40056148171424866
1693835325.0273373,75,0.404031366109848
1693835326.005387,80,0.4038395881652832
1693835327.060523,88,0.43129682540893555
1693835327.2337945,89,0.38339847326278687
1693835328.0443912,95,0.46330907940864563
1693835329.142506,103,0.4909419119358063
1693835329.6261292,106,0.4176821708679199
1693835329.7442698,107,0.44379404187202454
1693835330.6414096,114,0.4027734398841858
1693835331.073661,117,0.4538925290107727
1693835331.2785618,119,0.440925270318985
1693835332.7278898,127,0.4435136318206787
1693835333.1045191,130,0.42543038725852966
1693835333.206793,131,0.4940184950828552
1693835334.6470106,140,0.43322283029556274
1693835334.9924989,142,0.4509093463420868
1693835335.205956,143,0.4472247064113617
1693835335.2909803,144,0.41157692670822144
1693835336.386704,151,0.4711371958255768
1693835337.0433779,156,0.4475592374801636
1693835337.3213394,158,0.45675092935562134
1693835337.4617894,159,0.42149364948272705
1693835338.004802,163,0.41836458444595337
1693835338.805702,168,0.4596312642097473
1693835338.9540873,169,0.4423253834247589
1693835339.6271164,172,0.484851598739624
1693835340.804298,178,0.4307950437068939
1693835340.983015,179,0.4420299530029297
1693835341.2786627,181,0.4508642554283142
1693835341.6754558,184,0.43857312202453613
1693835342.2363355,186,0.4542030096054077
1693835342.3765957,187,0.4460110068321228
1693835342.6833892,189,0.4489072263240814
1693835343.0520952,191,0.45675036311149597
1693835343.1843278,192,0.43419089913368225
1693835344.25782,199,0.4584020972251892
1693835345.5256965,207,0.45563602447509766
1693835345.6510322,208,0.48192736506462097
1693835345.7848806,209,0.4227658212184906
1693835346.4535193,213,0.4347408711910248
1693835349.0587714,223,0.4274713695049286
1693835349.1737354,224,0.4582054913043976
1693835349.8265214,226,0.43884867429733276
1693835350.5656157,230,0.4672810733318329
1693835351.2592456,233,0.46063584089279175
1693835351.350301,234,0.45485377311706543
1693835351.4694464,235,0.46324393153190613
1693835352.0577745,238,0.47473472356796265
1693835354.626619,250,0.4544965326786041
1693835355.5815375,256,0.44379839301109314
1693835356.0616767,259,0.4408198595046997
1693835356.560413,261,0.4418583810329437
1693835356.7228782,262,0.4597543776035309
1693835357.049058,264,0.46044889092445374
1693835358.0605516,268,0.43590208888053894
1693835358.7264569,272,0.4375770092010498
1693835358.9607701,274,0.47623395919799805
1693835359.945812,279,0.4445030391216278
1693835363.0042741,293,0.4738025963306427
1693835364.7019312,298,0.4346608817577362
1693835364.8905923,299,0.4634767174720764
1693835365.5478873,303,0.4493633508682251
1693835365.6934352,304,0.44179248809814453
1693835367.0490544,308,0.4655686318874359
1693835367.2263792,309,0.45760390162467957
1693835367.6458704,311,0.45506730675697327
1693835368.5609028,314,0.4569883942604065
1693835370.2946243,319,0.4494079351425171
1693835370.6695917,320,0.4408339560031891
1693835370.891624,321,0.45002567768096924
1693835372.1060016,326,0.4563274085521698
1693835372.3642225,327,0.4624693691730499
1693835372.9844096,328,0.4148780405521393
1693835373.8982103,331,0.46022161841392517
1693835375.958718,340,0.45372527837753296
1693835376.513723,342,0.4501612186431885
1693835378.165066,348,0.4447983205318451
1693835379.654558,354,0.4626660645008087
1693835379.933121,355,0.4367903470993042
1693835381.653258,361,0.45215848088264465
1693835382.4334288,364,0.44769248366355896
1693835383.5074515,368,0.4420202076435089
1693835384.8445997,372,0.46028244495391846
1693835385.3987572,374,0.44408971071243286
1693835387.0289059,378,0.4432394504547119
1693835387.2987416,379,0.43944114446640015
1693835387.539233,380,0.4683595299720764
1693835388.0254095,382,0.44735080003738403
1693835389.7431202,387,0.4579024612903595
1693835391.1858644,392,0.44116806983947754
1693835391.4577668,393,0.4501728117465973
1693835391.748133,394,0.4253522455692291
1693835395.9669998,409,0.45146650075912476
1693835398.0768707,416,0.44882315397262573
1693835399.7005656,422,0.45769789814949036
1693835399.963874,423,0.44660595059394836
1693835400.4879932,425,0.44213566184043884
1693835401.2805228,427,0.43836236000061035
1693835402.3690004,431,0.44727256894111633
1693835406.0824876,440,0.46612679958343506
1693835406.642429,442,0.4339672029018402
1693835406.9410229,443,0.46250027418136597
1693835407.8853812,446,0.45193615555763245
1693835410.544177,452,0.45650380849838257
1693835413.0697927,460,0.46073445677757263
1693835413.4143884,461,0.4341176450252533
1693835414.557715,464,0.4536711871623993
1693835414.767575,465,0.45089593529701233
1693835418.2928047,474,0.453452467918396
1693835418.7241035,475,0.4640350341796875
1693835422.7676055,486,0.4481545090675354
1693835424.2689004,489,0.39711490273475647
1693835424.586102,490,0.442434161901474
1693835425.4441984,492,0.4329772889614105
1693835426.2433913,494,0.4539303183555603
1693835432.3352077,508,0.40893736481666565
1693835434.3942678,513,0.4486623704433441
1693835435.8625746,515,0.42426466941833496
1693835437.1571987,518,0.4516121447086334
1693835438.4479086,520,0.4404197037220001
1693835440.316501,525,0.45165255665779114
1693835440.8085017,526,0.4213618040084839
1693835443.725003,532,0.4567597806453705
1693835444.648812,534,0.44406211376190186
1693835444.9093285,535,0.4521035850048065
1693835446.3051674,537,0.44201281666755676
1693835446.787926,538,0.4219924211502075
1693835448.2830913,541,0.45058876276016235
1693835449.989687,543,0.41622573137283325
1693835454.0731874,548,0.43877893686294556
1693835454.4978504,549,0.4455772638320923
1693835459.737817,558,0.43615713715553284
1693835461.4391258,560,0.4286441504955292
1693835463.105245,564,0.4370563328266144
1693835463.8026316,565,0.43534937500953674
1693835464.3836632,566,0.42548415064811707
1693835466.503437,570,0.397434264421463
1693835469.3751824,574,0.4201802611351013
1693835469.7527344,575,0.45025208592414856
1693835471.6134913,578,0.4518670439720154
1693835473.063184,580,0.42159706354141235
1693835473.5911403,581,0.4119827151298523
1693835474.5972002,582,0.4046701490879059
1693835475.519267,583,0.44364598393440247
1693835476.2395508,584,0.4348961114883423
1693835476.8908424,585,0.4029782712459564
1693835477.8273876,587,0.4514293074607849
1693835478.3791373,588,0.4141607880592346
1693835481.2053356,593,0.45650514960289
1693835481.9124577,594,0.3977777361869812
1693835484.3622,598,0.4369865953922272
1693835486.1544676,601,0.47656020522117615
1693835487.3273382,603,0.47648972272872925
1693835492.1977358,609,0.39974245429039
1693835493.5433888,611,0.4598372280597687
1693835496.8755,616,0.45184651017189026
1693835499.3006942,620,0.4706799387931824
1693835499.8340638,621,0.3707764744758606
1693835501.0017464,623,0.38043880462646484
1693835509.4978023,635,0.41118234395980835
1693835514.2703042,642,0.447997123003006
1693835515.0401025,643,0.45690152049064636
1693835516.8778856,645,0.4192216396331787
1693835517.9939137,646,0.3735528290271759
1693835519.0714705,647,0.4402044117450714
1693835519.8477612,648,0.37934547662734985
1693835521.9375358,650,0.42821401357650757
1693835523.9791007,653,0.4333316385746002
1693835526.7175615,657,0.3637907803058624
1693835527.3993826,658,0.3599086105823517
1693835529.8756807,662,0.43687596917152405
1693835532.3030477,665,0.43037840723991394
1693835535.3059282,669,0.439812034368515
1693835537.0687957,672,0.4381619691848755
1693835538.1100445,673,0.41356196999549866
1693835538.5659213,674,0.3794668912887573
1693835539.656332,675,0.4310658872127533
1693835540.2826211,676,0.439342737197876
1693835542.0570993,678,0.39920774102211
1693835542.852368,679,0.4252817928791046
1693835543.4998507,680,0.4492507874965668
1693835545.7265618,683,0.40084007382392883
1693835546.3359413,684,0.3736855983734131
1693835546.9147582,685,0.45579594373703003
1693835548.4872873,687,0.3840126693248749
1693835549.4558346,689,0.35280635952949524
1693835550.3618288,690,0.3453770577907562
1693835555.293014,697,0.4083039164543152
1693835558.9296515,700,0.38605037331581116
1693835560.854731,704,0.3826752007007599
1693835562.419207,707,0.3591894209384918
1693835563.2828557,709,0.4980868399143219
1693835564.43403,711,0.3391050696372986
1693835567.3283954,715,0.49155113101005554
1693835570.330094,719,0.44796979427337646
1693835573.327939,722,0.46128085255622864
1693835573.9038239,723,0.4546988904476166
1693835574.905657,724,0.3526386618614197
1693835576.2069254,725,0.33950817584991455
1693835581.6123226,731,0.3972678482532501
1693835587.2585824,737,0.40395230054855347
1693835589.9709995,739,0.39802759885787964
1693835590.9403267,740,0.393035352230072
1693835593.9063401,744,0.4490419328212738
1693835595.4072735,747,0.4707958400249481
1693835596.1192424,748,0.4230909049510956
1693835597.917342,751,0.4504745602607727
1693835598.433366,752,0.4623338282108307
1693835599.050351,753,0.42676427960395813
1693835600.5041115,755,0.4225074350833893
1693835602.1271226,757,0.45175933837890625
1693835609.573556,763,0.3898715674877167
1693835611.4152632,766,0.4144004285335541
1693835611.9083724,767,0.44365110993385315
1693835613.7736447,770,0.4228576421737671
1693835614.3119142,771,0.42615076899528503
1693835614.8863826,772,0.4236942529678345
1693835616.2293994,774,0.3857158124446869
1693835617.0158126,775,0.38715860247612
1693835623.6556005,781,0.40024274587631226
1693835627.2730901,785,0.3812039792537689
1693835627.7840714,786,0.39201465249061584
1693835629.7166164,788,0.4711568355560303
1693835632.213778,790,0.4411870837211609
1693835634.2076902,792,0.44681602716445923
1693835635.1649425,793,0.40875470638275146
1693835636.33034,794,0.36028873920440674
