Wall time,Step,Value
1694493632.794454,6,27.5
1694493632.8931136,7,26.14285659790039
1694493633.4973853,12,25.25
1694493633.9515674,15,24.53333282470703
1694493634.0862098,16,24.5625
1694493634.5247016,19,27.263158798217773
1694493634.8564265,21,28.047618865966797
1694493635.4399724,25,27.079999923706055
1694493636.855177,37,24.479999542236328
1694493637.3807104,41,24.799999237060547
1694493637.5876288,43,22.600000381469727
1694493637.7576199,45,19.719999313354492
1694493637.9030182,46,19.920000076293945
1694493638.343575,48,22.520000457763672
1694493639.438074,54,22.15999984741211
1694493639.5236022,55,21.8799991607666
1694493639.7702882,56,23.040000915527344
1694493639.9464586,57,23.0
1694493640.165151,58,23.559999465942383
1694493641.4659312,66,24.959999084472656
1694493641.9719565,69,27.399999618530273
1694493642.5604534,72,30.1200008392334
1694493642.7515395,73,28.15999984741211
1694493642.9295924,74,28.31999969482422
1694493643.0761962,75,28.68000030517578
1694493643.9694653,80,30.84000015258789
1694493645.404852,88,33.279998779296875
1694493645.5193183,89,31.719999313354492
1694493646.5191867,95,33.91999816894531
1694493648.37493,103,34.400001525878906
1694493648.8795133,106,33.63999938964844
1694493649.0174785,107,30.559999465942383
1694493650.224955,114,33.400001525878906
1694493650.6643405,117,34.31999969482422
1694493651.0057864,119,35.0
1694493652.8269737,127,34.599998474121094
1694493653.6462398,130,40.47999954223633
1694493653.8831377,131,41.040000915527344
1694493655.365908,140,41.7599983215332
1694493655.6833994,142,40.84000015258789
1694493655.8554723,143,41.63999938964844
1694493656.4538207,144,41.400001525878906
1694493657.5719523,151,39.20000076293945
1694493658.6203895,156,34.52000045776367
1694493659.024305,158,34.599998474121094
1694493659.3799345,159,35.119998931884766
1694493660.0878808,163,36.15999984741211
1694493661.1042037,168,37.7599983215332
1694493661.354447,169,37.79999923706055
1694493661.9359503,172,38.560001373291016
1694493663.3869135,178,47.279998779296875
1694493663.6651769,179,49.040000915527344
1694493664.1706998,181,50.880001068115234
1694493664.9936755,184,52.63999938964844
1694493665.491762,186,53.63999938964844
1694493665.8243515,187,54.439998626708984
1694493666.2222905,189,56.439998626708984
1694493666.580337,191,56.20000076293945
1694493666.8435075,192,57.400001525878906
1694493668.3857894,199,52.20000076293945
1694493669.8167632,207,40.959999084472656
1694493670.0043619,208,39.2400016784668
1694493670.2313187,209,41.2400016784668
1694493671.334744,213,36.79999923706055
1694493673.468698,223,34.15999984741211
1694493673.7375581,224,34.36000061035156
1694493674.3554833,226,35.15999984741211
