Wall time,Step,Value
1693881389.4250815,6,23.0
1693881390.4009776,7,24.714284896850586
1693881395.633179,12,30.25
1693881397.7814467,15,28.46666717529297
1693881399.00965,16,29.3125
1693881401.7926283,19,27.736841201782227
1693881403.627194,21,27.190475463867188
1693881406.8130488,25,26.440000534057617
1693881418.7137058,37,30.200000762939453
1693881422.5047624,41,29.079999923706055
1693881424.8007667,43,31.600000381469727
1693881426.1195862,45,30.959999084472656
1693881426.5844252,46,30.84000015258789
1693881428.0091574,48,30.440000534057617
1693881435.035969,54,31.760000228881836
1693881435.604153,55,30.639999389648438
1693881436.7498286,56,31.719999313354492
1693881437.399143,57,30.68000030517578
1693881437.9683468,58,30.639999389648438
1693881447.6007142,66,32.52000045776367
1693881450.844931,69,31.0
1693881453.7241583,72,31.079999923706055
1693881454.2038913,73,31.31999969482422
1693881454.6740487,74,28.920000076293945
1693881455.8637145,75,28.639999389648438
1693881461.6811209,80,27.920000076293945
1693881472.2812612,88,30.15999984741211
1693881473.1645315,89,29.399999618530273
1693881479.5049756,95,30.1200008392334
1693881488.4652445,103,34.2400016784668
1693881490.968545,106,32.2400016784668
1693881491.7957928,107,30.799999237060547
1693881499.9291124,114,31.639999389648438
1693881503.4668183,117,30.639999389648438
1693881505.3639348,119,29.399999618530273
1693881514.1765978,127,27.360000610351562
1693881517.948708,130,30.040000915527344
1693881519.069539,131,30.15999984741211
1693881530.0520053,140,32.119998931884766
1693881533.0481012,142,34.0
1693881533.8952174,143,33.0
1693881534.5377004,144,32.79999923706055
1693881545.0089664,151,37.599998474121094
1693881551.6616077,156,36.52000045776367
1693881553.5158975,158,34.63999938964844
1693881554.5605063,159,34.119998931884766
1693881559.440731,163,37.279998779296875
1693881569.2481728,168,46.439998626708984
1693881570.8225508,169,46.68000030517578
1693881576.1328833,172,47.720001220703125
1693881588.1272917,178,48.599998474121094
1693881589.022755,179,46.68000030517578
1693881590.9857986,181,46.560001373291016
1693881594.1045797,184,47.560001373291016
1693881596.7710612,186,47.560001373291016
1693881599.650939,187,48.79999923706055
1693881602.557836,189,49.08000183105469
1693881605.6876059,191,45.20000076293945
1693881608.1524618,192,42.79999923706055
